,CALSEK01_EVE001,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE005,CALSEK01_EVE002,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE004,CALSEK01_EVE005,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE002,CALSEK01_EVE003,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE009,CALSEK01_EVE007,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE001,CALSEK01_EVE010,CALSEK01_EVE014,CALSEK01_EVE017,CALSEK01_EVE016,CALSEK01_EVE018,CALSEK01_EVE011,CALSEK01_EVE012,CALSEK01_EVE013,CALSEK01_EVE015,CALSEK01_EVE019,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE011,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE012,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE017,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE019,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE015,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE013,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE016,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE018,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE014,CALSEK01_EVE046,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE053,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE057,CALSEK01_EVE045,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE054,CALSEK01_EVE044,CALSEK01_EVE051,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE059,CALSEK01_EVE041,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE051,CALSEK01_EVE048,CALSEK01_EVE043,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE050,CALSEK01_EVE049,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE058,CALSEK01_EVE050,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE064,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE056,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE061,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE062,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE063,CALSEK01_EVE052,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE060,CALSEK01_EVE047,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE055,CALSEK01_EVE037 (reversed),CALSEK01_EVE038 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE042 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE043 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE044 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE040 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE041 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE039 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE052,CALSEK01_EVE029 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE026 (reversed),CALSEK01_EVE030 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE030 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE008 (reversed),CALSEK01_EVE022,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE010,CALSEK01_EVE025,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE023,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE027,CALSEK01_EVE031,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE031,CALSEK01_EVE033,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE034,CALSEK01_EVE034,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE033,CALSEK01_EVE035,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE038,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE037,CALSEK01_EVE036,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE035,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE036,CALSEK01_EVE039,CALSEK01_EVE040,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE045,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE046,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE047,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE048,CALSEK01_EVE020,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE020,CALSEK01_EVE023,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE021,CALSEK01_EVE028,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE029,CALSEK01_EVE027,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE028,CALSEK01_EVE009,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE006,CALSEK01_EVE026,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE024,CALSEK01_EVE006,CALSEK01_EVE008 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE003 (reversed),CALSEK01_EVE021,CALSEK01_EVE004,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE007,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE025,CALSEK01_EVE024,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE022,CALSEK01_EVE032,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE032
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE030 (reversed),19.8569,21.6730,15.7556,15.7556,23.3333,23.3333,17.1001,17.1021,22.9885,10.2564,19.2889,19.7812,19.9635,19.7632,20.0000,19.9811,19.9622,19.9622,19.8675,20.4614,20.4614,20.4614,20.4614,20.4614,20.4614,20.4614,20.4614,20.4614,20.4614,18.3463,18.3463,16.3832,24.8588,24.8588,21.7877,17.9612,18.5965,19.1989,19.1989,18.5315,14.7923,14.5897,15.8088,15.8088,15.9926,15.9926,16.0173,15.8088,15.8088,15.7169,16.1954,16.1954,16.8317,16.8317,26.3636,26.3636,26.3636,26.3636,26.3636,26.3636,26.3636,27.5229,20.4578,62.3704,61.2069,86.8347,,39.9625,21.7331,22.2834,19.5087,19.2197,29.6296,16.9935,17.2113,18.5654,17.0435,21.1783,21.1783,22.3338,22.2083,22.3338,22.4592,22.4592,22.4592,23.7828,23.7828,23.7828,23.7828,23.7828,23.7828,26.5464,24.0506,21.8790,21.4929,20.1220,20.1220,26.7296,26.7296,19.9095,19.8686,21.6814,21.4602,22.3214,18.4685,18.6937,19.1263,18.6147,18.6147,23.6884,19.6356,19.4332,19.9170,19.0123
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE008 (reversed),23.8356,27.9365,25.4032,25.4032,28.7815,28.7815,14.8230,14.4912,20.6897,10.0251,18.9501,19.0294,18.9017,18.7500,19.2061,18.8535,18.5659,18.3099,18.3099,18.9501,18.9501,18.9501,18.9501,18.9501,18.9501,18.9501,19.0781,18.9501,18.9501,22.2222,22.2222,17.7632,25.4237,25.4237,28.6195,22.6804,23.0303,21.7687,21.7687,18.7970,17.0732,16.5505,22.7869,22.7869,23.1148,23.1148,24.6988,23.1148,22.9508,22.9508,20.7831,20.7831,30.5556,30.5556,29.0909,29.0909,29.0909,29.0909,29.0909,29.0909,29.0909,28.4404,21.9409,47.2340,46.8085,45.1064,39.9625,,22.7099,23.4733,21.6842,21.6842,27.7778,18.1579,18.1579,20.2532,20.2454,25.5725,25.5725,23.7548,23.7548,24.1379,23.7548,23.7548,23.7548,28.4464,28.4464,28.4464,28.4464,28.4464,28.4464,30.5699,27.2727,21.1475,20.8197,22.9787,22.7660,25.6198,25.6198,24.3129,24.4656,24.1379,23.8727,22.3214,19.2412,19.5122,23.0634,19.7403,19.4805,23.8274,28.0576,27.8177,23.8329,24.2165
CALSEK01_EVE022,21.7899,24.1304,28.0769,28.0769,23.4783,23.4783,22.2576,22.6550,30.1075,14.9220,21.2855,22.0833,21.2914,21.8984,22.0367,23.4568,23.0088,23.3628,23.3628,23.4513,23.4513,23.4513,23.4513,23.4513,23.4513,23.5398,23.3628,23.3628,23.4513,23.1214,23.1214,19.8002,25.6684,25.6684,25.8567,24.0924,22.8896,22.2080,22.2080,15.0350,22.0149,21.2687,20.1330,20.1330,20.0380,20.0380,21.0390,20.1330,20.0380,20.0380,22.5714,22.5714,18.4314,18.4314,24.5455,24.5455,24.5455,24.5455,24.5455,24.5455,24.5455,26.6055,19.4548,23.5714,23.7812,22.4852,21.7331,22.7099,,98.2265,15.3465,15.3465,23.4568,15.2809,15.7303,19.4444,19.3784,25.3543,25.3543,22.4490,22.3214,22.1939,22.0663,22.0663,22.0663,22.7823,22.7823,22.7823,22.7823,22.7823,22.7823,26.0870,26.0000,25.2998,25.6595,22.4784,22.9107,24.5399,24.5399,26.0252,24.3103,24.8447,25.0518,30.8036,22.2222,21.7105,25.3350,19.7002,19.9143,29.8273,17.3844,17.2249,20.7709,20.9845
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE010,21.4008,23.4783,27.6923,27.6923,23.2406,23.2406,21.4044,21.8274,30.1075,14.9220,20.8145,20.9575,20.8672,20.7581,20.9050,22.3823,22.0829,22.3722,22.3722,22.4687,22.4687,22.4687,22.4687,22.4687,22.4687,22.5651,22.3722,22.3722,22.4687,22.8324,22.8324,20.3975,26.2032,26.2032,25.8567,24.4224,22.8896,22.2805,22.2805,15.3846,21.6418,20.8955,21.2897,21.2897,21.1873,21.1873,23.9482,21.2897,21.1873,21.0850,22.2857,22.2857,23.4637,23.4637,24.5455,24.5455,24.5455,24.5455,24.5455,24.5455,24.5455,26.6055,21.1460,22.8420,23.0769,23.0769,22.2834,23.4733,98.2265,,16.6213,16.6213,24.0741,15.7303,15.9551,19.2460,19.1956,24.8819,24.8819,22.7041,22.5765,22.4490,22.3214,22.3214,22.3214,22.9839,22.9839,22.9839,22.9839,22.9839,22.9839,26.7081,26.4000,24.8455,25.2163,22.9107,23.3429,24.2331,24.2331,25.8675,24.1379,24.6377,24.8447,29.9107,22.4319,21.7105,25.4568,20.3426,20.5567,29.8273,20.2532,20.2532,20.7709,20.7254
CALSEK01_EVE025,21.3508,21.4286,24.0664,24.0664,15.9126,15.9126,10.7393,10.6615,30.1676,16.8675,12.1872,12.6030,13.2239,12.5926,12.6238,12.3980,12.1113,12.1113,12.1113,13.4802,13.4802,13.4802,13.4802,13.4802,13.4802,13.4802,13.4802,13.4802,13.4802,22.7414,22.7414,11.3074,28.2486,28.2486,24.1379,7.8358,15.1943,11.3307,11.3307,12.5874,15.4717,15.3459,10.1278,10.1278,10.4228,10.4228,5.3977,10.4228,10.4228,10.5211,15.1786,15.1786,0.0000,0.0000,23.6364,23.6364,23.6364,23.6364,23.6364,23.6364,22.7273,23.8532,22.1269,10.9745,12.9648,21.0273,19.5087,21.6842,15.3465,16.6213,,99.3421,24.6914,11.9403,11.9403,10.4348,12.7237,16.1983,16.1983,17.6309,17.6309,17.9063,18.0441,18.0441,18.0441,17.2917,17.2917,17.2917,17.2917,17.2917,17.2917,25.0804,25.1046,13.7157,13.4663,14.5425,15.1961,24.1497,24.1497,21.9031,23.8569,17.7570,17.5234,26.3393,12.5296,13.1841,17.9487,15.6627,15.4217,18.0000,24.9395,24.7573,20.2439,25.2280
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE023,20.9150,20.9677,23.6515,23.6515,15.6006,15.6006,10.8171,10.7393,30.1676,16.8675,12.1065,12.5206,13.1374,12.5103,12.5413,12.3165,12.0295,12.0295,12.0295,13.3921,13.3921,13.3921,13.3921,13.3921,13.3921,13.3921,13.3921,13.3921,13.3921,22.7414,22.7414,11.3074,28.2486,28.2486,24.1379,8.5821,15.5477,11.0672,11.0672,12.5874,15.0943,14.9686,10.2262,10.2262,10.5211,10.5211,5.3977,10.5211,10.5211,10.6195,15.1786,15.1786,0.0000,0.0000,23.6364,23.6364,23.6364,23.6364,23.6364,23.6364,22.7273,23.8532,21.9554,10.7989,12.7638,20.7063,19.2197,21.6842,15.3465,16.6213,99.3421,,24.6914,11.6915,11.6915,10.0000,12.3260,16.1983,16.1983,17.4931,17.4931,17.7686,17.9063,17.9063,17.9063,17.2917,17.2917,17.2917,17.2917,17.2917,17.2917,24.7588,24.6862,13.8404,13.5910,14.2157,14.8693,24.1497,24.1497,21.9031,23.8569,17.7570,17.5234,26.3393,12.5296,13.1841,17.9487,15.9036,15.6627,17.8333,25.1816,25.0000,20.2439,25.2280
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE027,30.2469,29.6296,32.1678,32.1678,27.1605,27.1605,27.5862,27.0115,29.3706,29.3706,29.0123,32.3171,32.3171,32.1212,30.2469,31.9277,30.2469,30.8642,30.8642,30.2469,30.2469,30.2469,30.2469,30.2469,30.2469,30.2469,30.2469,30.2469,30.2469,29.0123,29.0123,28.3951,26.6129,26.6129,32.6087,0.0000,29.8851,22.9508,22.9508,25.0000,27.8689,27.8689,26.7760,26.7760,28.4153,28.4153,0.0000,28.4153,28.4153,28.9617,31.0345,31.0345,0.0000,0.0000,28.1818,28.1818,28.1818,28.1818,28.1818,28.1818,28.1818,28.4404,30.8642,31.4815,32.0988,29.6296,29.6296,27.7778,23.4568,24.0741,24.6914,24.6914,,29.0598,28.2051,28.0992,25.9036,23.1214,23.1214,32.7160,32.7160,32.7160,32.7160,32.7160,32.7160,33.8346,33.8346,33.8346,33.8346,33.8346,33.8346,25.5319,21.7391,30.2469,30.2469,31.4815,30.8642,23.4568,23.4568,22.8395,23.4568,24.5763,24.5763,34.9112,29.2035,29.2035,32.1839,23.6220,23.6220,23.8636,22.9814,22.3602,27.1523,27.1523
CALSEK01_EVE031,14.1129,19.3237,22.8972,22.8972,15.4023,15.4023,9.0458,9.4176,25.6757,15.3846,10.8466,10.3038,10.4359,10.4359,10.5680,11.0305,10.7402,10.8853,10.8853,11.0305,11.0305,11.0305,11.0305,11.0305,11.0305,11.0305,10.8853,11.1756,11.1756,15.9483,15.9483,10.3789,18.9873,18.9873,12.6280,17.7885,15.0718,15.3361,15.3361,22.3301,14.3223,13.5550,13.2296,13.2296,13.8132,13.8132,13.0081,13.8132,13.8132,13.8132,8.4639,8.4639,12.8205,12.8205,29.8077,29.8077,29.8077,29.8077,29.8077,28.8462,29.8077,25.2427,15.8690,21.6749,21.1823,20.7692,16.9935,18.1579,15.2809,15.7303,11.9403,11.6915,29.0598,,97.4910,43.6306,43.0868,19.0045,19.0045,15.6863,15.6863,15.9041,15.6863,15.6863,15.6863,19.9143,19.9143,19.9143,19.9143,19.9143,19.9143,30.2083,37.5000,15.2727,15.2727,19.3370,18.5083,18.6207,18.6207,13.5211,11.9601,15.3846,15.3846,22.1429,14.2061,14.2061,19.1537,23.9344,23.9344,17.3611,16.0401,16.0804,14.2857,12.8289
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE031,14.5161,19.8068,22.4299,22.4299,15.4023,15.4023,8.6741,9.0458,27.0270,15.7051,10.8466,10.3038,10.4359,10.4359,10.5680,11.0305,10.7402,10.8853,10.8853,11.0305,11.0305,11.0305,11.0305,11.0305,11.0305,11.0305,10.8853,11.1756,11.1756,16.3793,16.3793,11.0379,21.5190,21.5190,12.9693,18.2692,15.5502,14.4958,14.4958,20.3883,13.8107,13.0435,12.4514,12.4514,13.0350,13.0350,12.1951,13.0350,13.0350,13.0350,8.4639,8.4639,11.9658,11.9658,30.7692,30.7692,30.7692,30.7692,30.7692,29.8077,30.7692,25.2427,15.8690,21.9212,21.4286,21.0256,17.2113,18.1579,15.7303,15.9551,11.9403,11.6915,28.2051,97.4910,,42.9936,43.0868,19.0045,19.0045,15.2505,15.2505,15.4684,15.2505,15.2505,15.2505,19.2719,19.2719,19.2719,19.2719,19.2719,19.2719,28.1250,37.5000,15.0909,15.0909,19.0608,18.2320,17.9310,17.9310,14.0845,12.2924,14.8718,14.8718,22.8571,13.6490,13.6490,19.3764,24.5902,24.5902,17.5926,15.2882,15.3266,14.0260,12.8289
CALSEK01_EVE033,17.4905,22.5225,25.4545,25.4545,17.6829,17.6829,13.4259,13.4259,21.4724,13.1498,12.8554,12.7318,12.6082,12.5926,12.9790,13.3423,13.7652,13.6302,13.6302,13.6302,13.6302,13.6302,13.6302,13.6302,13.6302,13.6302,13.4953,13.7652,13.7652,16.5254,16.5254,13.5053,19.2771,19.2771,17.0648,17.1875,18.3158,18.2143,18.2143,17.1171,15.2225,14.5199,18.2274,18.2274,18.2274,18.2274,17.0068,18.2274,18.2274,18.3946,10.8504,10.8504,23.0303,23.0303,29.0909,29.0909,29.0909,29.0909,29.0909,29.0909,28.1818,27.5229,16.4474,24.7335,23.8806,22.2222,18.5654,20.2532,19.4444,19.2460,10.4348,10.0000,28.0992,43.6306,42.9936,,95.2381,21.3389,21.3389,22.3092,22.3092,22.5049,22.5049,22.5049,22.5049,21.2314,21.2314,21.2314,21.2314,21.2314,21.2314,24.0000,17.8571,16.7774,16.7774,24.0000,23.7647,19.3750,19.3750,18.5286,18.2109,19.5900,19.1344,25.1656,19.2118,18.9610,21.9368,24.8485,25.1515,23.4043,13.3909,13.4199,16.5000,16.3009
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE034,16.5266,19.9367,25.2033,25.2033,20.3488,20.3488,13.9714,13.7514,21.1640,13.3144,13.6095,13.1051,13.2231,13.2075,13.2544,13.4518,13.6480,13.5204,13.5204,13.5204,13.5204,13.5204,13.5204,13.5204,13.5204,13.5204,13.3929,13.6480,13.6480,16.3636,16.3636,13.5252,16.9492,16.9492,17.0648,17.5610,18.4762,17.7152,17.7152,23.0047,15.8790,15.3119,19.1589,19.1589,19.1589,19.1589,15.2542,19.1589,19.1589,19.3146,10.5572,10.5572,20.5607,20.5607,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,29.0909,28.4404,18.0361,21.2891,20.7031,19.7628,17.0435,20.2454,19.3784,19.1956,12.7237,12.3260,25.9036,43.0868,43.0868,95.2381,,20.9854,20.9854,19.3141,19.3141,19.3141,19.3141,19.3141,19.3141,21.2982,21.2982,21.2982,21.2982,21.2982,21.2982,24.7423,23.7705,15.9690,15.8140,20.9402,20.5128,14.5669,14.5669,19.5228,19.4103,17.5000,17.0000,26.3158,17.1662,17.4387,20.8633,24.3077,24.6154,21.2963,17.4393,17.6991,17.6871,17.2805
CALSEK01_EVE034,26.4916,26.0870,27.3077,27.3077,25.9582,25.9582,15.2542,14.8554,27.3171,14.7577,18.2203,17.9025,18.0085,18.1144,18.1144,19.4064,18.9498,19.0639,19.0639,19.2922,19.2922,19.2922,19.2922,19.2922,19.2922,19.2922,19.1781,19.4064,19.4064,20.5279,20.5279,17.3913,19.8980,19.8980,22.0395,19.0299,19.7183,20.5198,20.5198,19.9313,19.4489,19.2869,19.9472,19.9472,20.2114,20.2114,21.9780,20.0793,20.2114,20.2114,20.5128,20.5128,19.5804,19.5804,30.0000,30.0000,30.0000,30.0000,30.0000,29.0909,30.0000,28.4404,20.9917,23.3058,22.9752,23.6234,21.1783,25.5725,25.3543,24.8819,16.1983,16.1983,23.1214,19.0045,19.0045,21.3389,20.9854,,100.0000,24.4057,24.4057,24.4057,24.2472,24.2472,24.2472,26.6129,26.6129,26.6129,26.6129,26.6129,26.6129,26.6949,26.8293,22.5627,22.4234,19.3388,19.5041,24.9180,24.9180,22.7941,23.0612,24.3187,24.1090,24.4541,16.7028,15.5556,26.9113,19.9153,19.7034,30.9329,23.3141,22.9287,21.3983,22.2506
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE033,26.4916,26.0870,27.3077,27.3077,25.9582,25.9582,15.2542,14.8554,27.3171,14.7577,18.2203,17.9025,18.0085,18.1144,18.1144,19.4064,18.9498,19.0639,19.0639,19.2922,19.2922,19.2922,19.2922,19.2922,19.2922,19.2922,19.1781,19.4064,19.4064,20.5279,20.5279,17.3913,19.8980,19.8980,22.0395,19.0299,19.7183,20.5198,20.5198,19.9313,19.4489,19.2869,19.9472,19.9472,20.2114,20.2114,21.9780,20.0793,20.2114,20.2114,20.5128,20.5128,19.5804,19.5804,30.0000,30.0000,30.0000,30.0000,30.0000,29.0909,30.0000,28.4404,20.9917,23.3058,22.9752,23.6234,21.1783,25.5725,25.3543,24.8819,16.1983,16.1983,23.1214,19.0045,19.0045,21.3389,20.9854,100.0000,,24.4057,24.4057,24.4057,24.2472,24.2472,24.2472,26.6129,26.6129,26.6129,26.6129,26.6129,26.6129,26.6949,26.8293,22.5627,22.4234,19.3388,19.5041,24.9180,24.9180,22.7941,23.0612,24.3187,24.1090,24.4541,16.7028,15.5556,26.9113,19.9153,19.7034,30.9329,23.3141,22.9287,21.3983,22.2506
CALSEK01_EVE035,23.6264,24.8544,26.5455,26.5455,25.7282,25.7282,17.1725,17.5719,24.8826,15.7895,19.1781,19.0068,19.0068,18.9906,19.1901,20.0181,20.3636,20.3636,20.3636,20.2247,20.2247,20.2247,20.2247,20.2247,20.3184,20.3184,20.2247,20.2247,20.2247,23.7952,23.7952,19.8842,23.8889,23.8889,24.3077,20.7273,21.8058,17.7835,17.7835,18.5315,16.6290,16.2896,18.7323,18.7323,19.0161,19.0161,19.0789,19.1107,19.0161,19.1107,16.4865,16.4865,19.5402,19.5402,29.0909,29.0909,29.0909,29.0909,29.0909,29.0909,28.1818,32.1101,20.7497,25.0667,25.0324,23.4100,22.3338,23.7548,22.4490,22.7041,17.6309,17.4931,32.7160,15.6863,15.2505,22.3092,19.3141,24.4057,24.4057,,99.8700,99.2198,98.9597,98.9597,98.9597,60.4990,60.4990,60.4990,60.4990,60.4990,60.4990,23.4694,22.5000,25.7707,25.6473,20.3390,19.9153,20.4852,20.4852,22.4771,22.1667,24.5361,24.7423,24.5536,19.5833,18.9542,23.4831,14.6186,14.8305,22.6624,18.9338,18.9338,20.5184,21.7277
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE038,23.4432,24.8544,26.5455,26.5455,25.5663,25.5663,17.0927,17.4920,24.8826,15.7895,19.1781,19.0068,19.0068,18.9906,19.1901,20.0181,20.3636,20.3636,20.3636,20.2247,20.2247,20.2247,20.2247,20.2247,20.3184,20.3184,20.2247,20.2247,20.2247,23.7952,23.7952,19.7876,23.8889,23.8889,24.0000,21.0909,21.9761,17.9124,17.9124,18.5315,16.7421,16.4027,18.8269,18.8269,19.1107,19.1107,19.4079,19.2053,19.1107,19.2053,16.7568,16.7568,19.5402,19.5402,29.0909,29.0909,29.0909,29.0909,29.0909,29.0909,28.1818,32.1101,20.7497,24.9333,24.9027,23.2747,22.2083,23.7548,22.3214,22.5765,17.6309,17.4931,32.7160,15.6863,15.2505,22.3092,19.3141,24.4057,24.4057,99.8700,,99.3498,99.0897,99.0897,99.0897,60.7069,60.7069,60.7069,60.7069,60.7069,60.7069,23.4694,22.5000,25.7707,25.6473,20.3390,19.9153,20.4852,20.4852,22.4771,22.1667,24.7423,24.9485,24.5536,19.3750,18.7364,23.4831,14.6186,14.8305,22.5040,18.9338,18.9338,20.5184,21.7277
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE037,23.2601,24.6602,26.5455,26.5455,25.5663,25.5663,17.2524,17.6518,24.4131,15.5502,19.3493,19.1781,19.1781,19.1617,19.2782,20.1993,20.5455,20.5455,20.5455,20.3184,20.3184,20.3184,20.3184,20.3184,20.4120,20.4120,20.3184,20.3184,20.3184,23.7952,23.7952,19.6911,23.3333,23.3333,24.0000,21.0909,21.6354,18.1701,18.1701,19.2308,17.0814,16.7421,18.9215,18.9215,19.2053,19.2053,19.4079,19.2999,19.2053,19.2999,16.7568,16.7568,19.5402,19.5402,28.1818,28.1818,28.1818,28.1818,28.1818,28.1818,27.2727,31.1927,21.0174,24.8000,24.7730,23.4100,22.3338,24.1379,22.1939,22.4490,17.9063,17.7686,32.7160,15.9041,15.4684,22.5049,19.3141,24.4057,24.4057,99.2198,99.3498,,99.4798,99.4798,99.4798,60.7069,60.7069,60.7069,60.7069,60.7069,60.7069,23.7245,22.8125,25.6473,25.5240,20.3390,19.9153,20.4852,20.4852,22.3242,22.0000,24.5361,24.7423,25.0000,19.3750,18.7364,23.4831,14.8305,15.0424,22.3455,18.7500,18.7500,20.5184,21.7277
CALSEK01_EVE036,23.2601,24.6602,26.5455,26.5455,25.4045,25.4045,17.2524,17.5719,24.4131,15.5502,19.1781,19.0068,19.0068,18.9906,19.1021,20.0181,20.3636,20.3636,20.3636,20.1311,20.1311,20.1311,20.1311,20.1311,20.2247,20.2247,20.1311,20.1311,20.1311,24.3976,24.3976,19.8842,23.8889,23.8889,24.3077,21.0909,21.6354,18.1701,18.1701,19.2308,16.8552,16.5158,18.8269,18.8269,19.1107,19.1107,19.4079,19.2053,19.1107,19.2053,16.7568,16.7568,19.5402,19.5402,28.1818,28.1818,28.1818,28.1818,28.1818,28.1818,27.2727,31.1927,20.8835,25.2000,25.1621,23.5453,22.4592,23.7548,22.0663,22.3214,18.0441,17.9063,32.7160,15.6863,15.2505,22.5049,19.3141,24.2472,24.2472,98.9597,99.0897,99.4798,,100.0000,100.0000,60.2911,60.2911,60.2911,60.2911,60.2911,60.2911,23.9796,23.4375,25.7707,25.6473,20.0565,19.6328,19.9461,19.9461,22.4771,22.1667,24.7423,24.9485,25.4464,19.3750,18.7364,23.3708,14.6186,14.8305,22.0285,18.9338,18.9338,20.5184,21.7277
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE035,23.2601,24.6602,26.5455,26.5455,25.4045,25.4045,17.2524,17.5719,24.4131,15.5502,19.1781,19.0068,19.0068,18.9906,19.1021,20.0181,20.3636,20.3636,20.3636,20.1311,20.1311,20.1311,20.1311,20.1311,20.2247,20.2247,20.1311,20.1311,20.1311,24.3976,24.3976,19.8842,23.8889,23.8889,24.3077,21.0909,21.6354,18.1701,18.1701,19.2308,16.8552,16.5158,18.8269,18.8269,19.1107,19.1107,19.4079,19.2053,19.1107,19.2053,16.7568,16.7568,19.5402,19.5402,28.1818,28.1818,28.1818,28.1818,28.1818,28.1818,27.2727,31.1927,20.8835,25.2000,25.1621,23.5453,22.4592,23.7548,22.0663,22.3214,18.0441,17.9063,32.7160,15.6863,15.2505,22.5049,19.3141,24.2472,24.2472,98.9597,99.0897,99.4798,100.0000,,100.0000,60.2911,60.2911,60.2911,60.2911,60.2911,60.2911,23.9796,23.4375,25.7707,25.6473,20.0565,19.6328,19.9461,19.9461,22.4771,22.1667,24.7423,24.9485,25.4464,19.3750,18.7364,23.3708,14.6186,14.8305,22.0285,18.9338,18.9338,20.5184,21.7277
